disease,url
Monosomía parcial del cromosoma 13q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262101
Monosomía parcial del cromosoma 14q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262110
Monosomía parcial del cromosoma 15q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262119
Monosomía parcial del cromosoma 16,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261826
Monosomía parcial del cromosoma 16p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261956
Monosomía parcial del cromosoma 16q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262128
Monosomía parcial del cromosoma 17,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261831
Monosomía parcial del cromosoma 17p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261965
Monosomía parcial del cromosoma 17q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262137
Monosomía parcial del cromosoma 18,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261836
Monosomía parcial del cromosoma 18p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261974
Monosomía parcial del cromosoma 18q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262146
Monosomía parcial del cromosoma 19,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261841
Monosomía parcial del cromosoma 19p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261983
Monosomía parcial del cromosoma 19q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262155
Monosomía parcial del cromosoma 1p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261857
Monosomía parcial del cromosoma 1q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262001
Monosomía parcial del cromosoma 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261771
Monosomía parcial del cromosoma 20,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261846
Monosomía parcial del cromosoma 20p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261992
Monosomía parcial del cromosoma 20q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262164
Monosomía parcial del cromosoma 21q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262173
Monosomía parcial del cromosoma 22q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262182
Monosomía parcial del cromosoma 2p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261866
Monosomía parcial del cromosoma 2q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262010
Monosomía parcial del cromosoma 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261776
Monosomía parcial del cromosoma 3p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261875
Monosomía parcial del cromosoma 3q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262019
Monosomía parcial del cromosoma 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261781
Monosomía parcial del cromosoma 4p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261884
Monosomía parcial del cromosoma 4q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262029
Monosomía parcial del cromosoma 5,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261786
Monosomía parcial del cromosoma 5p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261893
Monosomía parcial del cromosoma 5q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262038
Monosomía parcial del cromosoma 6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261791
Monosomía parcial del cromosoma 6p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261902
Monosomía parcial del cromosoma 6q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262047
Monosomía parcial del cromosoma 7,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261796
Monosomía parcial del cromosoma 7p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261911
Monosomía parcial del cromosoma 7q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262056
Monosomía parcial del cromosoma 8,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261801
Monosomía parcial del cromosoma 8p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261920
Monosomía parcial del cromosoma 8q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262065
Monosomía parcial del cromosoma 9,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261806
Monosomía parcial del cromosoma 9p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261929
Monosomía parcial del cromosoma 9q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=262074
Monosomía parcial del cromosoma X,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=263726
Monosomía parcial del cromosoma Xp,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=263731
Monosomía parcial del cromosoma Xq,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=263756
Monosomía parcial de los autosomas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98142
Monosomía paterna 20q13.2q13.3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261304
Monosomía proximal 16p11.2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261197
Monosomía proximal 4q25,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=502437
Monosomía terminal 10p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1580
Monosomía terminal 10q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96148
Monosomía terminal 11q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=2308
Monosomía terminal 12p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=280325
Monosomía terminal 12q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96149
Monosomía terminal 13q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1590
Monosomía terminal 14q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96150
Monosomía terminal 15q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1596
Monosomía terminal 16p11.2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261222
Monosomía terminal 17p13.3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261257
Monosomía terminal 17q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1597
Monosomía terminal 19p13.3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96129
Monosomía terminal 1q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=36367
Monosomía terminal 20q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96152
Monosomía terminal 22q11.2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=261330
Monosomía terminal 3p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1620
Monosomía terminal 4p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=280
Monosomía terminal 4q,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96145
Monosomía terminal 6p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96125
Monosomía terminal 7p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96126
Monosomía terminal 7q11.23,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=254351
Monosomía terminal 9p,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1642
Monosomía total de los autosomas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98141
Monosomía X,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99226
Monosomía X en mosaico,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99228
Monosomía Xq21,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1435
Monosomy 6p22,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=251046
MOPD tipo II,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=2637
Mosaicismo androgénico/biparental,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=329813
Movimientos en espejo congénitos aislados,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=238722
Movimientos en espejo congénitos familiares,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=238722
Movimientos en espejo congénitos hereditarios,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=238722
MPA,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=727
MPAL,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=530995
MPAN,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=289560
MPD,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98274
MPD1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=59135
MPD3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=399086
MPDU1-CDG,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79323
MPEI,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=293181
MPGN,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=54370
MPGN mediada por Ig,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=329903
MPGN mediada por inmunoglobulinas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=329903
MPGN no mediada por Ig,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=329918
MPGN no mediada por inmunoglobulinas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=329918
MPI-CDG,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79319
mPKU,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79253
MPN,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98274
MPNST,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=3148
MPNST con diferenciación rabdomiosarcomatosa,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=252212
MPS1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=579
MPS1H,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93473
MPS1H/S,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93476
MPS1S,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93474
MPS2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=580
MPS2A,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217085
MPS2B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217093
MPS3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=581
MPS3A,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79269
MPS3B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79270
MPS3C,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79271
MPS3D,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79272
MPS4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=582
MPS4A,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=309297
MPS4B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=309310
MPS6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=583
MPS6 de progresión lenta,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276223
MPS6 de progresión rápida,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276212
MPS7,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=584
MPS9,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=67041
MPS con afectación cutánea,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79388
MPSI,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=579
MPSI,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=293181
MPSIH,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93473
MPSIH/S,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93476
MPSII,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=580
MPSIIA,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217085
MPSIIB,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217093
MPSIII,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=581
MPSIIIA,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79269
MPSIIIB,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79270
MPSIIIC,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79271
MPSIIID,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79272
MPSIS,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93474
MPSIV,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=582
MPSIVA,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=309297
MPSIVB,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=309310
MPSIX,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=67041
MPSVI,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=583
MPSVI de progresión lenta,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276223
MPSVI de progresión rápida,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276212
MPSVII,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=584
MRCLS,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99967
MRXSH,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93952
MSA,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=2598
MSCAE,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=254881
MSD,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=585
MSK,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1309
MSMD,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=748
MSMD autosómica dominante por deficiencia parcial del IFNgammaR1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319581
MSMD autosómica dominante por deficiencia parcial del IFNgammaR2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319589
MSMD autosómica dominante por deficiencia parcial del receptor 1 del interferón-gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319581
MSMD autosómica dominante por deficiencia parcial del receptor 2 del interferón-gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319589
MSMD autosómica dominante por un deficiencia parcial,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319543
MSMD autosómica recesiva por deficiencia completa,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319535
MSMD autosómica recesiva por deficiencia parcial,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319539
MSMD autosómica recesiva por deficiencia parcial del IFNgammaR1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319569
MSMD autosómica recesiva por deficiencia parcial del IFNgammaR2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319574
MSMD autosómica recesiva por deficiencia parcial del receptor 1 del interferón-gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319569
MSMD autosómica recesiva por deficiencia parcial del receptor 2 del interferón-gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319574
MSMD ligada al cromosoma X,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319605
MSMD ligada al cromosoma X por deficiencia de CYBB,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319623
MSMD ligada al cromosoma X por deficiencia de IKBKG,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319612
MSMD ligada al cromosoma X por deficiencia de NEMO,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319612
MSMD por deficiencia completa de la interleucina 12B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319558
MSMD por deficiencia completa del IFNgammaR2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319547
MSMD por deficiencia completa del IL12B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319558
MSMD por deficiencia completa del IL12RB1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319552
MSMD por deficiencia completa del ISG15,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319563
MSMD por deficiencia completa del receptor 2 del interferón-gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319547
MSMD por deficiencia completa del receptor beta 1 de la interleucina 12,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319552
MSMD por deficiencia parcial del factor regulador del interferón 8,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319600
MSMD por deficiencia parcial del IRF89,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319600
MSMD por deficiencia parcial del STAT1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319595
MSMD por deficiencia parcial del transductor de señal y activador de transcripción 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=319595
MSSD,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=157801
MSSE,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=65748
MSUD,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=511
MSUD clásica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=268145
MSUD intermedia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=268162
MSUD intermitente,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=268173
MSUD sensible a la tiamina,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=268184
MTC,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1332
MTC familiar,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99361
MTLE-HS,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99701
MTT,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=252212
Mucinosis cutánea de la infancia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=90395
Mucinosis folicular asociada a micosis fungoide,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=178512
Mucinosis papular,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=86795
Mucinosis papular acra persistente,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=90396
Mucinosis papular de la infancia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=90395
Mucinosis papular de resolución espontánea,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=90397
Mucinous cystadenoma of childhood,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=563671
Mucocele nasolagrimal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=141083
Mucolipidosis,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79212
Mucolipidosis tipo 3 alfa/beta,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=423461
Mucolipidosis tipo 3 gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=423470
Mucolipidosis tipo II,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=576
Mucolipidosis tipo II alfa/beta,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=576
Mucolipidosis tipo III,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=577
Mucolipidosis tipo III alfa/beta,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=423461
Mucolipidosis tipo III gamma,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=423470
Mucolipidosis tipo IV,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=578
Mucopolisacaridosis,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79213
Mucopolisacaridosis con afectación cutánea,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79388
Mucopolisacaridosis tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=579
Mucopolisacaridosis tipo 1H,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93473
Mucopolisacaridosis tipo 1H/S,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93476
Mucopolisacaridosis tipo 1S,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=93474
Mucopolisacaridosis tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=580
Mucopolisacaridosis tipo 2A,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217085
Mucopolisacaridosis tipo 2B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217093
"Mucopolisacaridosis tipo 2, forma atenuada",https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217093
"Mucopolisacaridosis tipo 2, forma grave",https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217085
Mucopolisacaridosis tipo 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=581
Mucopolisacaridosis tipo 3A,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79269
Mucopolisacaridosis tipo 3B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79270
Mucopolisacaridosis tipo 3C,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79271
Mucopolisacaridosis tipo 3D,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79272
Mucopolisacaridosis tipo 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=582
Mucopolisacaridosis tipo 4A,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=309297
Mucopolisacaridosis tipo 4B,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=309310
Mucopolisacaridosis tipo 6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=583
Mucopolisacaridosis tipo 6 de progresión lenta,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276223
Mucopolisacaridosis tipo 6 de progresión rápida,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276212
